,fit_time,score_time,test_accuracy,test_precision,test_recall,test_f1,test_average_precision
0,4.3741021156311035,0.1592862606048584,0.8978102189781022,0.7295373665480427,0.5380577427821522,0.6193353474320241,0.7399910124675536
1,2.2337429523468018,0.16659259796142578,0.8969991889699919,0.7360594795539034,0.5196850393700787,0.6092307692307692,0.6957022250570463
2,2.226245403289795,0.1740107536315918,0.8994322789943228,0.7263513513513513,0.56282722513089,0.6342182890855457,0.7354661022541135
3,2.2003073692321777,0.16724014282226562,0.8998377939983779,0.7227722772277227,0.5732984293193717,0.6394160583941606,0.7440744626532847
4,2.1824488639831543,0.17071843147277832,0.8905109489051095,0.7014388489208633,0.5104712041884817,0.5909090909090909,0.7085911418473338
5,2.169734239578247,0.16457247734069824,0.8738848337388483,0.5601374570446735,0.8556430446194225,0.6770508826583593,0.7275270381550448
6,2.2313318252563477,0.16893911361694336,0.8665855636658556,0.5476190476190477,0.7847769028871391,0.645091693635383,0.6981717533038343
7,2.2327463626861572,0.15892696380615234,0.8613138686131386,0.5346020761245674,0.8089005235602095,0.64375,0.7290942845345755
8,2.239030599594116,0.1653759479522705,0.8605028386050284,0.5318791946308725,0.8298429319371727,0.6482617586912065,0.7344146628969694
9,2.146015167236328,0.15218758583068848,0.8609083536090836,0.533106960950764,0.8219895287958116,0.646755921730175,0.6986277994907162
